Sample_Name_unif	Sample_Name	species	total_reads	mapped_reads	mapping_efficiency	informative_reads	CpG_meth	avg_meth	CpG_measurements	coveredCpGs	conversionRate	k1_unmeth	k3_meth	totalMeasurements_k1	totalMeasurements_k3	total_reads_untrimmed	[CT]GG	CGG	TGG	[CT]GA	CGA	TGA	others	all_bases_Mio	As	Ts	Cs	Gs	Ns	perc_As	perc_Ts	perc_Cs	perc_Gs	perc_Ns	fragments_ref	fragments_uncovered	fragments_uncovered_perc	max_cont_sp	max_cont	cont	cont_rat	blast_count1	blast_species1	blast_count2	blast_species2	PDR_summ	N_sites	informative_reads_cphpg	CpG_meth_cphpg	avg_meth_cphpg	CpG_measurements_cphpg	coveredCpGs_cphpg	informative_reads_cphph	CpG_meth_cphph	avg_meth_cphph	CpG_measurements_cphph	coveredCpGs_cphph	mean_overlap	min_overlap	max_overlap	conversion_type	res_mapRate_nonMotifReads	min_overlap_perc	max_overlap_perc	PDR_mean	V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc	abbreviation_sp	replicate
EGW_1_L	EGW_1_L	EGW	25930363	8063348	31.1	6772422	29.9882676373	39.3997885151	19638278	1672501	98.5736872735	0.007852	0.981783	131171	21354	26901796	7499374	14.08	13.8	419472	0.21	1.34	70.56	1371.991596	347940114	659759377	27469537	336698112	124456	25.36	48.09	2	24.54	0.01	914857	435551	47.61	|NZ_CBVJ010000165.1|	21984	967529	0.0359701333784616	9	Gallus gallus	6	Picoides pubescens	172970	1041450	6144033	1.30835491045	1.35352198997	19623693	1619472	6404991	1.28677614177	1.45697030505	40110289	3428274	1518900	1518900	1518900	converted	1.17379725676967	90.816089198153	90.816089198153	0.166085745835134	1788	3756	AC/414/15	European green woodpecker	Gruenspecht	Picus viridis	f	adult	01.06.2015	Liver	B	9	89,8	100	29.11.2016	NA	19	prepped	AK36	11.08	11	4	TruSeq LT Index 3	303	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EGW	1
EHA_1_H	EHA_1_H	EHA	13873914	9252604	66.69	8846085	53.0294624138	42.9568895785	29746914	1926685	95.6555690526	0.015376	0.984294	3382	1491266	15331168	10475733	40.86	27.47	124091	0.15	0.66	30.86	781.889568	210203673	320986563	38137287	212500143	61902	26.88	41.05	4.88	27.18	0.01	1292204	751572	58.16	|NZ_CBRG010000178.1|	59336	1445392	0.0943489164175204	140	Oryctolagus cuniculus	49	Lepus europaeus	274478	1026607	7155543	1.38685234997	3.57414195451	21923080	1467829	7696812	1.28433344846	4.80841563842	46923689	3028417	1052597	674624	1296196	converted	-1.73241161390704	35.0147533198214	67.2759688272862	0.267364239674968	1408	716	AC/737/10	European hare	Feldhase FIWI	Lepus europaeus	f	adult	09.12.2010	Heart	C	1	15,4	100	10.10.2016	NA	15	prepped	AK31	11.23	12	5	TruSeq LT Index 18	272	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EHA	1
EHA_1_L	EHA_1_L	EHA	16917635	8523797	50.38	7988949	54.2754552513	46.797681653	26289766	2359988	97.3460274574	0.011637	0.984382	2492	951528	17838773	9663785	34.41	19.76	145652	0.08	0.73	45.01	909.777423	240357734	408995389	29765224	230591074	68002	26.42	44.96	3.27	25.35	0.01	1292204	618155	47.84	|NZ_CBRG010000178.1|	30838	916791	0.0514037833735387	162	Oryctolagus cuniculus	20	Lepus europaeus	315689	1242270	6535031	1.31253421024	2.5987595956	21081673	1857870	6946734	1.15134618018	2.74737625661	44789060	3904227	1213592	844412	1609393	converted	-3.25976226126998	35.7803514255157	68.1949653981291	0.254122694744299	1409	716	AC/737/10	European hare	Feldhase FIWI	Lepus europaeus	f	adult	09.12.2010	Liver	C	2	33,8	100	10.10.2016	NA	15	Prepped	AK31	10.41	11	4	TruSeq LT Index 19	274	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EHA	1
EHA_2_H	EHA_2_H	EHA	16016972	8493393	53.03	7773911	43.5102750227	37.4702930625	28441168	2891241	98.0371901208	0.019727	0.983904	1318	471992	16834670	9189655	27.41	27.17	131292	0.07	0.71	44.63	858.56817	199577724	389881032	28097891	240951206	60317	23.25	45.41	3.27	28.06	0.01	1292204	546910	42.32	|NZ_CBRG010000178.1|	27350	813734	0.0483451895991545	122	Oryctolagus cuniculus	13	Homo sapiens	319388	1743618	6994705	1.25786715524	1.82010400363	23442067	2525471	7258392	1.12092254798	2.07353017372	47227333	5296712	1325755	1071676	1609393	converted	-1.65462986797652	37.0662978285103	55.6644361365933	0.183175443245023	1412	761	AC/18/11	European hare	Feldhase	Lepus europaeus	m	adult	12.01.2011	Heart	C	5	21,9	100	10.10.2016	NA	15	prepped	AK31	9.44	12	1	TruSeq LT Index 22	274	2	NA	NA	NA	NA	EHA_2_H_uc	NA	AK_uc_09	6	298	7	EHA	2
EHA_2_H	EHA_2_H_uc	EHA	14288730	7360845	51.52	7175319	97.0638052668	85.5040510848	29718089	2754245	5.28227169976	1	0.987767	372	3842	15270365	10286719	66.94	0.42	88971	0.19	0.4	32.05	778.788615	151640515	157194588	231013174	238801213	139125	19.47	20.18	29.66	30.66	0.02	1292204	641343	49.63	|NZ_CBRG010000178.1|	39539	979539	0.0641526046852525	121	Oryctolagus cuniculus	10	Homo sapiens	109881	1809176	7176809	99.2958421077	95.9670955888	27657933	3049444	7236920	98.7969307803	94.2220721595	57427820	6502863	NA	NA	NA	unconverted	-11.617764414895	NA	NA	0.0607353845065378	1412	761	AC/18/11	European hare	Feldhase	Lepus europaeus	m	adult	12.01.2011	Heart	C	5	21,9	100	10.10.2016	NA	15	prepped	AK31	9.44	12	1	TruSeq LT Index 22	274	2	NA	NA	NA	NA	EHA_2_H_uc	NA	AK_uc_09	6	298	7	EHA	2
EHA_2_L	EHA_2_L	EHA	23174859	4508157	19.45	3563375	54.7970107002	53.7057220684	11080661	1530386	97.5869869772	0.013766	0.983397	1017	369569	24658438	4303081	11.48	5.97	520338	0.06	2.05	80.44	1257.580338	326585507	645391250	29894224	255620104	89253	25.97	51.32	2.38	20.33	0.01	1292204	800069	61.92	|NZ_CBRG010000178.1|	43710	1480381	0.0600396224414799	186	Oryctolagus cuniculus	12	Homo sapiens	224443	809847	3098861	1.39314711725	2.5175303361	10093503	1258841	3299794	1.17986417468	2.43192860285	21531841	2679971	863570.666666667	674624	1071676	converted	-0.0777817459305198	44.0819505667198	70.0265161861125	0.277142472590502	1413	761	AC/18/11	European hare	Feldhase	Lepus europaeus	m	adult	12.01.2011	Liver	C	6	34,7	100	10.10.2016	NA	15	prepped	AK31	9.02	12	1	TruSeq LT Index 23	274	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EHA	2
EH_1_H	EH_1_H	EH	13382091	7967031	59.54	7606017	38.5677254851	23.0688514728	24428468	1040720	97.3482190703	0.01345	0.984219	2974	1142602	14412725	7984038	22.02	33.37	274661	0.62	1.29	42.7	735.048975	207099926	321947880	22052014	183879620	69535	28.17	43.8	3	25.02	0.01	795830	439025	55.17	|NZ_CBRG010000178.1|	40879	1020482	0.0708517397203456	87	Mus musculus	29	Munidopsis lauensis	51857	459870	6785606	1.14983738422	2.70963265536	19537593	951389	7299549	1.14691079673	2.68340856786	60828456	2409986	780420	703046	852040	converted	1.58391918985787	67.5538089015297	81.8702436774541	0.11276447691739	679	2939	Z/323/14	European hamster	Feldhamster	Cricetus	m	adult	23.04.2014	Heart	F	2	17,3	100	02.06.2016	NA	9	prepped	AK23	10.83	12	4	TruSeq LT Index 15	247	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EH	1
EH_1_L	EH_1_L	EH	17690172	6869497	38.83	6237343	41.983906257	32.9748350159	18525424	1333144	96.862763845	0.014045	0.984619	2136	600790	18718858	6789305	19.21	17.06	301916	0.21	1.4	62.12	954.661758	280467232	422507930	24292278	227296413	97905	29.38	44.26	2.54	23.81	0.01	795830	328249	41.25	|NZ_CBRG010000178.1|	35003	990882	0.0530394927386122	53	Mus musculus	17	Cricetulus griseus	51788	579387	5299367	1.36823130284	2.45546139311	14776001	1204299	5851889	1.314518623	3.43876027596	40005871	3088396	908665.666666667	852040	1005097	converted	0.671751442127212	63.9120755147231	75.3929808032741	0.0893841249458479	772	2939	Z/323/14	European hamster	Feldhamster	Cricetus	m	adult	23.04.2014	Liver	E	12	13,4	100	28.06.2016	NA	10	prepped	AK25	9.86	10	9	TruSeq LT Index 27	254	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EH	1
EH_2_H	EH_2_H	EH	14847534	6365350	42.87	5904075	47.3566138076	32.1127466618	17115540	1301624	96.0157733293	0.015725	0.984537	3116	1214409	16436743	6404714	20.25	18.72	173989	0.24	0.82	59.98	838.273893	246218205	368308800	29410798	194253651	82439	29.37	43.94	3.51	23.17	0.01	795830	305181	38.35	|NZ_CBRG010000178.1|	64238	1549519	0.0944976339899949	74	Mus musculus	23	Paroaria capitata	56419	473968	5100668	1.41480012735	3.7915353973	14174416	1173498	5605711	1.35781815975	4.12834377865	43250807	3051624	890315	786174	1005097	converted	2.01525432638166	60.3994702003036	77.2186898827926	0.119035462309692	995	2940	Z/324/14	European hamster	Feldhamster	Cricetus	m	adult	23.04.2014	Heart	G	3	12,7	100	02.08.2016	NA	11	prepped	AK26	9.93	8	6	TruSeq LT Index 3	259	3	NA	NA	NA	NA	EH_2_H_uc	NA	AK_uc_11	6	315	5	EH	2
EH_2_H	EH_2_H_uc	EH	10482458	4229531	40.35	4106774	97.0435355266	76.3931959262	12936838	1196010	21.5493272397	0.997317	0.992678	1118	5190	10750172	5279860	48.72	0.39	131595	0.72	0.5	49.66	548.258772	138680569	144966644	132271639	132261492	78428	25.29	26.44	24.13	24.12	0.01	795830	429814	54.01	|NC_009348.1|	35053	238551	0.0222505359740363	94	Mus musculus	42	Munidopsis lauensis	32826	619942	4019371	98.990683696	80.6622597255	12358988	1379568	4171115	98.5123164773	78.4495509516	40387293	3557978	NA	NA	NA	unconverted	-7.06399674405362	NA	NA	0.0529501146881482	995	2940	Z/324/14	European hamster	Feldhamster	Cricetus	m	adult	23.04.2014	Heart	G	3	12,7	100	02.08.2016	NA	11	prepped	AK26	9.93	8	6	TruSeq LT Index 3	259	3	NA	NA	NA	NA	EH_2_H_uc	NA	AK_uc_11	6	315	5	EH	2
EH_2_L	EH_2_L	EH	6651890	4296406	64.59	3926034	49.1560743166	57.7028735259	9231133	1109085	95.1930199447	0.02213	0.984586	1446	836789	7202106	4115176	41.61	15.53	312979	2.57	1.78	38.52	367.307406	103627441	158064875	15253257	90348562	13271	28.21	43.03	4.15	24.6	0	795830	369509	46.43	|NZ_CBRG010000178.1|	21120	525465	0.073210877952333	51	Mus musculus	15	Cricetulus griseus	57236	427370	3291649	1.41799150646	4.47822292827	8437521	1062928	3769399	1.34213520167	4.97560515824	24656237	2754524	817193.333333333	703046	879674	converted	2.19910208949017	63.3897311747972	79.3152914339298	0.133926106184337	996	2940	Z/324/14	European hamster	Feldhamster	Cricetus	m	adult	23.04.2014	Liver	G	4	74,8	100	02.08.2016	NA	11	prepped	AK26	9.75	9	7	TruSeq LT Index 4	260	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EH	2
EJ_1_H	EJ_1_H	EJ	15146485	12960797	85.57	12766982	42.8284372415	48.5039465773	43593597	2763086	99.041202624	0.017463	0.983923	19699	74954	16538187	13066275	49.93	29.08	128045	0.2	0.58	20.22	843.447537	213312905	330985092	40391017	258602344	156179	25.29	39.24	4.79	30.66	0.02	969021	240629	24.83	|NC_002663.1|	57686	1388508	0.0839738228159523	21	Corvus cornix cornix	9	Corvus brachyrhynchos	254957	1670224	11531575	1.45049327116	0.995735568105	38633751	2411525	11810645	1.39370036263	0.945766581968	72311817	5094779	2070145	2070145	2070145	converted	4.0941482630701	74.9214827189599	74.9214827189599	0.152648387282185	1548	3458	Z/991/14	Eurasian jay	Eichelhaeher	Garrulus glandarius	m	adult	17.12.2014	Heart	F	9	22,2	100	14.10.2016	NA	16	prepped	AK33	8.85	10	1	TruSeq LT Index 18	283	8	NA	NA	NA	NA	EJ_1_H_uc	NA	AK_uc_14	5	329	3	EJ	1
EJ_1_H	EJ_1_H_uc	EJ	20823851	18372982	88.23	18286075	97.0170368303	76.8655126675	70320214	2365771	8.31947373954	0.998853	0.992754	1743	552	21035593	19485976	92.56	0.07	74249	0.23	0.12	7.01	1072.815243	232335806	199179302	299132826	341902281	265028	21.66	18.57	27.88	31.87	0.02	969021	427511	44.12	|NC_002663.1|	45453	210230	0.00999457412954666	12	Corvus cornix cornix	9	Corvus brachyrhynchos	91533	1634158	17955101	99.13830339	94.2990876179	70228250	2457203	18173797	98.3309671753	91.1799609748	133305646	5189142	NA	NA	NA	unconverted	-3.36582827844796	NA	NA	0.0560123317329169	1548	3458	Z/991/14	Eurasian jay	Eichelhaeher	Garrulus glandarius	m	adult	17.12.2014	Heart	F	9	22,2	100	14.10.2016	NA	16	prepped	AK33	8.85	10	1	TruSeq LT Index 18	283	8	NA	NA	NA	NA	EJ_1_H_uc	NA	AK_uc_14	5	329	3	EJ	1
EJ_1_L	EJ_1_L	EJ	18696551	11602687	62.06	11320109	38.8724468789	51.290586662	42203520	2273962	99.1440032398	0.015077	0.981908	6898	27195	19978960	12298174	39.54	22.01	225015	0.12	1.01	37.32	1018.92696	275784829	419934430	36110427	286925761	171513	27.07	41.21	3.54	28.16	0.02	969021	388453	40.09	|NC_002663.1|	424571	1280309	0.0640895471299143	21	Corvus cornix cornix	9	Taeniopygia guttata	223646	1409669	10407081	1.11192895247	0.931788778839	35913182	2172539	10600252	0.962209591658	0.81728547378	61627793	4643119	2070145	2070145	2070145	converted	-0.438406204335663	91.0369214613085	91.0369214613085	0.158651428101207	1549	3458	Z/991/14	Eurasian jay	Eichelhaeher	Garrulus glandarius	m	adult	17.12.2014	Liver	F	10	84,2	100	14.10.2016	NA	16	prepped	AK33	8.94	10	1	TruSeq LT Index 19	283	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EJ	1
EL_1_H	EL_1_H	EL	14432814	12330618	85.43	12008196	54.6213253712	54.76167115	38036226	1626774	97.3442442967	0.014839	0.984007	3302	1230629	15605040	12040664	53.28	23.87	582201	2.63	1.1	19.11	795.85704	199381754	327516029	39624458	225321462	4013337	25.05	41.15	4.98	28.31	0.5	814545	294702	36.18	|NZ_CBRG010000178.1|	47253	1165929	0.0747430439220974	85	Loxodonta africana	8	Homo sapiens	108615	741407	10151601	1.51750111431	2.55831870124	29420494	1333866	10792567	1.46868312886	2.71251004428	71494703	3218314	1208044	1208044	1208044	converted	3.21026478658693	74.2601000507753	74.2601000507753	0.146498481940419	662	1980	Z/78/13	Indian elephant	Elefant	Elephas maximus indicus	f	adult	07.02.2013	Heart	D	9	18,7	100	02.06.2016	NA	9	prepped	AK22	11.62	13	7	TruSeq LT Index 8	246	4	NA	AK_uc_newprep	11,125	TruSeq LT Index 9	EL_1_H_uc	NA	AK_uc_32	10	391	6	EL	1
EL_1_H	EL_1_H_uc	EL	10800158	7829640	72.5	7722807	97.1559830165	82.4565787347	26160684	1485653	9.13023354537	0.997515	0.994595	98579	185	10964991	10215963	92.79	0.38	76741	0.58	0.12	6.13	559.214541	120278867	122539439	153966921	162275053	154261	21.51	21.91	27.53	29.02	0.03	814545	395630	48.57	|NZ_LMIE01000020.1|	22265	163945	0.0149524662152426	61	Loxodonta africana	20	Homo sapiens	48765	807654	7533207	99.0716858151	93.2034423394	24520766	1636722	7761984	98.6749620593	89.9790621593	63871916	3986213	NA	NA	NA	unconverted	-15.1108719139565	NA	NA	0.0603785779554116	662	1980	Z/78/13	Indian elephant	Elefant	Elephas maximus indicus	f	adult	07.02.2013	Heart	D	9	18,7	100	02.06.2016	NA	9	prepped	AK22	11.62	13	7	TruSeq LT Index 8	246	4	NA	AK_uc_newprep	11,125	TruSeq LT Index 9	EL_1_H_uc	NA	AK_uc_32	10	391	6	EL	1
EL_1_L	EL_1_L	EL	17325388	11976021	69.12	11586277	48.5442008364	56.8689505084	39695278	1588578	98.3605690883	0.01466	0.984799	955	300572	19151162	13366779	51.19	18.61	373463	1.06	0.89	28.25	976.709262	251553524	399605321	51887078	273568607	94732	25.76	40.91	5.31	28.01	0.01	814545	332524	40.82	|NZ_CBRG010000178.1|	74587	1818075	0.094966388352106	77	Loxodonta africana	12	Homo sapiens	80482	791077	10298643	1.38792824002	1.49553682761	31256803	1531423	10833043	1.24033685185	1.72534902695	70634230	3758334	1208044	1208044	1208044	converted	-1.85969083452062	76.0456206745907	76.0456206745907	0.101737251873079	755	1980	Z/78/13	Indian elephant	Elefant	Elephas maximus indicus	f	adult	07.02.2013	Liver	D	7	89,0	100	28.06.2016	NA	10	prepped	AK25	9.98	10	9	TruSeq LT Index 7	254	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EL	1
EM_1_H	EM_1_H	EM	20260546	18050865	89.09	17767994	65.0895049279	61.8011709137	50740715	6686158	98.5308087065	0.018092	0.98498	608	249271	21905480	9097905	26.84	14.69	9473913	26.15	17.1	15.22	1336.23428	359416503	551071177	62979118	362680202	87280	26.9	41.24	4.71	27.14	0.01	2280111	166178	7.29	|NZ_CBRG010000178.1|	65388	1643690	0.075039823347411	76	Apteryx australis mantelli	40	Dromaius novaehollandiae	908956	4275211	13017873	1.56897342356	1.34403536523	35825471	4406200	14839445	1.51063767011	1.51747435169	84781400	9085526	3710762	3710762	3710762	converted	3.04763022691402	55.499167085193	55.499167085193	0.212610792777245	647	1443	AC/203/12	Emu	Emu	Dromaius novaehollandiae	m	old	04.04.2012	Heart	C	6	9,8	100	02.06.2016	NA	9	prepped	AK22	8.45	9	1	TruSeq LT Index 19	244	1	NA	NA	NA	NA	EM_1_H_uc	NA	AK_uc_07	6	298	6	EM	1
EM_1_H	EM_1_H_uc	EM	18227023	13273305	72.82	13107311	98.2217506587	93.7269918139	44954652	5070352	2.91637206773	0.983425	0.994749	362	3047	19301665	9908246	51.16	0.17	7172991	36.93	0.23	11.5	984.384915	222403252	214155750	266290061	281433798	102054	22.59	21.76	27.05	28.59	0.01	2280111	1077679	47.26	|NZ_LMIE01000020.1|	45516	1073445	0.0556162031486549	61	Apteryx australis mantelli	19	Dromaius novaehollandiae	165173	3738166	12246631	99.4641485219	97.5415082166	39632876	4562979	12985763	99.187207483	96.9493495318	94388624	9404950	NA	NA	NA	unconverted	-11.0874343290051	NA	NA	0.0441855712132634	647	1443	AC/203/12	Emu	Emu	Dromaius novaehollandiae	m	old	04.04.2012	Heart	C	6	9,8	100	02.06.2016	NA	9	prepped	AK22	8.45	9	1	TruSeq LT Index 19	244	1	NA	NA	NA	NA	EM_1_H_uc	NA	AK_uc_07	6	298	6	EM	1
EM_1_L	EM_1_L	EM	14969067	10255961	68.51	10067830	57.961694996	62.4792304922	41792637	4397072	98.5539276216	0.015248	0.983323	787	204890	18250527	11248959	40.84	20.8	196203	0.37	0.7	37.29	930.776877	223272382	358749679	71626189	277021149	107478	23.99	38.54	7.7	29.76	0.01	2280111	1359368	59.62	|NZ_CBRG010000178.1|	138092	3273685	0.179437193761979	57	Apteryx australis mantelli	4	Homo sapiens	589121	3316580	8775268	1.23868447769	1.38413422013	28966266	3190511	8889481	0.969131692066	1.49023617318	52827801	6171253	3710762	3710762	3710762	converted	4.10121933088198	84.3916588129555	84.3916588129555	0.177629063674026	740	1443	AC/203/12	Emu	Emu	Dromaius novaehollandiae	m	old	04.04.2012	Liver	C	4	62,5	100	28.06.2016	NA	10	prepped	AK25	8.42	8	6	TruSeq LT Index 16	254	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EM	1
EO_1_H	EO_1_H	EO	12923228	10664577	82.52	10391845	58.8062344808	65.1817937363	35879344	3762565	98.5911222294	0.020916	0.984625	1004	402405	14237473	10809036	56.08	19.84	97671	0.27	0.41	23.39	868.485853	201466571	354597466	53581959	258776722	63135	23.2	40.83	6.17	29.8	0.01	1750118	444142	25.38	|NZ_CBRG010000178.1|	54122	1310992	0.0920992095085743	15	Canis lupus familiaris	12	Mustela putorius furo	287919	1926540	9338004	1.16638919816	1.49473065545	28700154	3660419	9761701	1.04094971372	1.38361843823	66957694	8413363	2800441.33333333	2068043	3372031	converted	4.17900107681249	54.9636484685314	89.6205381169495	0.149448752686163	615	1496	Z/274/12	European otter	Fischotter	Lutra lutra	f	adult	22.05.2012	Heart	H	10	58,3	100	10.03.2016	NA	8	prepped	AK22	9.26	8	2	TruSeq LT Index 11	244	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EO	1
EO_1_L	EO_1_L	EO	11540171	6145326	53.25	5705344	76.1136912823	76.5065117428	19246614	2614105	98.6196215842	0.04	0.984049	50	44887	12178808	5969455	42.91	6.11	128233	0.37	0.68	49.93	621.119208	165267631	267299203	27362511	161163946	25917	26.61	43.04	4.41	25.95	0	1750118	890384	50.88	|NZ_CBRG010000178.1|	21994	634963	0.052152054684821	12	Canis lupus familiaris	11	Mustela putorius furo	257747	1207803	5084422	1.36641683379	1.46453317666	14385881	2540940	5366098	1.23707386321	1.36475929276	33715396	5850972	2165257	2068043	2286118	converted	2.24859956417323	79.1109385430195	87.4531818729546	0.213401523261658	945	1496	Z/274/12	European otter	Fischotter	Lutra lutra	f	adult	22.05.2012	Liver	C	1	86,2	100	02.08.2016	NA	11	prepped	AK26	9.62	9	7	TruSeq LT Index 1	260	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EO	1
EO_2_H	EO_2_H	EO	13856263	10825980	78.13	10582451	59.9404844361	58.0673560461	34669345	3909437	97.8926157091	0.017619	0.984127	1873	627969	15558483	11386583	49.38	23.81	453443	1.82	1.1	23.9	793.482633	191627935	322283453	47798141	231680823	92281	24.15	40.62	6.02	29.2	0.01	1750118	587353	33.56	|NZ_CBRG010000178.1|	69750	1655895	0.106745382195907	17	Canis lupus familiaris	17	Lutra lutra	285847	1928279	9127783	1.26477264664	1.90474103031	26872682	3636797	9677209	1.12415148702	2.2122440973	63814929	8349393	2849065.33333333	2141610	3444336	converted	1.43542676580869	54.7805221058684	88.1031207306832	0.148239440454416	960	1946	Z/37/13	European otter	Fischotter	Lutra lutra	m	adult	18.01.2013	Heart	D	4	11,3	100	02.08.2016	NA	11	prepped	AK26	9.34	8	6	TruSeq LT Index 16	259	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EO	2
EO_2_L	EO_2_L	EO	20156324	18179717	90.19	17920061	60.5952599818	66.314837541	56138426	4296915	98.4825658696	0.012066	0.98395	1326	665714	22468442	18703886	62.08	21.16	138643	0.24	0.38	16.14	1370.574962	325886074	541885383	86828137	415468051	507317	23.78	39.54	6.34	30.31	0.04	1750118	259931	14.85	|NZ_CBRG010000178.1|	96880	2301049	0.10244679224598	20	Mustela putorius furo	15	Homo sapiens	215679	2190613	15929287	1.17314788672	1.50059904086	47749664	4135732	16754665	1.0163027222	1.54050602083	109065786	9564331	3034161.66666667	2286118	3444336	converted	4.47598592491084	53.203705449142	80.1583461623048	0.0984560029544242	961	1946	Z/37/13	European otter	Fischotter	Lutra lutra	m	adult	18.01.2013	Liver	D	5	83,3	100	02.08.2016	NA	11	prepped	AK26	9.04	8	5	TruSeq LT Index 18	255	8	NA	NA	NA	NA	EO_2_L_uc	NA	AK_uc_07	6	298	6	EO	2
EO_2_L	EO_2_L_uc	EO	17531058	14927403	85.15	14778484	98.4994199555	92.8020523634	51022544	3798370	3.21187795176	0.998514	0.992396	673	5129	18824543	16853715	89.32	0.22	113466	0.41	0.19	9.87	960.051693	190989937	186692289	281214802	301054182	100483	19.89	19.45	29.29	31.36	0.01	1750118	689275	39.38	|NZ_CBRG010000178.1|	54897	1287946	0.0684369882785585	22	Mustela putorius furo	8	Homo sapiens	80616	2181752	14559647	99.6006872204	97.551927774	49532934	4299832	14810401	99.3652957213	96.5451360866	118633269	10052698	NA	NA	NA	unconverted	-3.521391770309	NA	NA	0.0369501208203315	961	1946	Z/37/13	European otter	Fischotter	Lutra lutra	m	adult	18.01.2013	Liver	D	5	83,3	100	02.08.2016	NA	11	prepped	AK26	9.04	8	5	TruSeq LT Index 18	255	8	NA	NA	NA	NA	EO_2_L_uc	NA	AK_uc_07	6	298	6	EO	2
EPC_1_LU	EPC_1_LU	EPC	14820845	8024826	54.15	7597261	66.9206781591	65.4476707607	20149261	2983997	98.291937601	0.002688	0.983402	744	378788	15366792	8526964	40.71	14.78	267070	0.57	1.17	42.77	783.706392	209471140	346184778	25421241	202573561	55672	26.73	44.17	3.24	25.85	0.01	1683681	761486	45.23	|NZ_CBRG010000178.1|	18232	543032	0.0353424563564283	20	Canis lupus familiaris	13	Homo sapiens	284980	1363570	6427851	1.08673081995	1.69470491367	18565533	2800111	6905383	0.938326342968	1.74044605277	45633704	6627121	1754770.66666667	1432518	2077400	converted	-2.17788888605457	48.0066836528321	69.6180324578074	0.208995504447883	1386	253	Z/202/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Lung	A	3	27,4	100	10.10.2016	NA	15	prepped	AK31	9.4	12	1	TruSeq LT Index 20	274	2	NA	NA	NA	NA	EPC_1_LU_uc	NA	AK_uc_10	6	298	8	EPC	1
EPC_1_LU	EPC_1_LU_uc	EPC	13353742	6686711	50.07	6476910	97.8887426981	90.2440182314	18873139	3268875	4.62200882749	1	0.991012	444	6119	14166535	9019357	63.09	0.57	162448	0.47	0.68	35.19	722.493285	164605809	166333795	193069338	198201706	282637	22.78	23.02	26.72	27.43	0.04	1683681	751553	44.64	|NZ_CBRG010000178.1|	34307	811846	0.0573107679970181	22	Mustela putorius furo	15	Canis lupus familiaris	102177	1699312	6396328	99.453104501	96.7305082781	20770048	3724383	6597425	99.1479455386	94.9021980257	51950076	8917470	NA	NA	NA	unconverted	-10.4227539546897	NA	NA	0.060128451985274	1386	253	Z/202/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Lung	A	3	27,4	100	10.10.2016	NA	15	prepped	AK31	9.4	12	1	TruSeq LT Index 20	274	2	NA	NA	NA	NA	EPC_1_LU_uc	NA	AK_uc_10	6	298	8	EPC	1
EPC_1_S	EPC_1_S	EPC	27340368	6239811	22.82	5069217	63.4167709982	60.0897132269	12827317	2563975	97.2258747496	0.010638	0.98444	1222	561072	28681631	5617629	13.29	6.3	479987	0.06	1.62	78.74	1462.763181	422821698	727633079	26760391	285429968	118045	28.91	49.74	1.83	19.51	0.01	1683681	834302	49.55	|NZ_CBRG010000178.1|	30627	1338161	0.0466602042968947	31	Canis lupus familiaris	18	Mustela putorius furo	270581	1154790	4278267	1.0683767308	2.67718318249	11898364	2360144	4725864	0.93261903431	2.87158374126	31174783	5662023	1583104.33333333	1273467	1754394	converted	1.10308657865102	49.6676839672774	68.4247701323141	0.23431186622676	1387	253	Z/202/10	European polecat	Iltis	Mustela putorius	m	adult	12.04.2010	Spleen	A	4	29,1	100	10.10.2016	NA	15	prepped	AK31	10.24	11	3	TruSeq LT Index 21	274	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPC	1
